fase,imagem,akurasi
treino,254,0.3031496062992126
treino,255,0.3058823529411765
treino,256,0.30859375
treino,257,0.30739299610894943
treino,258,0.3062015503875969
treino,259,0.3088803088803089
treino,260,0.3076923076923077
treino,261,0.3065134099616858
treino,262,0.3053435114503817
treino,263,0.30798479087452474
treino,264,0.3068181818181818
treino,265,0.30566037735849055
treino,266,0.3082706766917293
treino,267,0.30711610486891383
treino,268,0.30970149253731344
treino,269,0.30855018587360594
treino,270,0.3074074074074074
treino,271,0.3062730627306273
treino,272,0.3088235294117647
treino,273,0.3076923076923077
treino,274,0.3102189781021898
treino,275,0.31272727272727274
treino,276,0.3115942028985507
treino,277,0.3104693140794224
treino,278,0.30935251798561153
treino,279,0.30824372759856633
treino,280,0.3107142857142857
treino,281,0.3096085409252669
treino,282,0.3120567375886525
treino,283,0.31448763250883394
treino,284,0.31338028169014087
treino,285,0.312280701754386
treino,286,0.3111888111888112
treino,287,0.313588850174216
treino,288,0.3159722222222222
treino,289,0.31833910034602075
treino,290,0.32068965517241377
treino,291,0.3230240549828179
treino,292,0.3219178082191781
treino,293,0.32081911262798635
treino,294,0.3231292517006803
treino,295,0.3254237288135593
treino,296,0.32432432432432434
treino,297,0.32323232323232326
treino,298,0.3221476510067114
treino,299,0.32441471571906355
treino,300,0.32666666666666666
treino,301,0.32558139534883723
treino,302,0.32781456953642385
treino,303,0.32673267326732675
treino,304,0.32894736842105265
treino,305,0.33114754098360655
treino,306,0.3333333333333333
treino,307,0.3322475570032573
treino,308,0.33116883116883117
treino,309,0.3300970873786408
treino,310,0.33225806451612905
treino,311,0.3311897106109325
treino,312,0.3301282051282051
treino,313,0.329073482428115
treino,314,0.33121019108280253
treino,315,0.3333333333333333
treino,316,0.33544303797468356
treino,317,0.33753943217665616
treino,318,0.33962264150943394
treino,319,0.34169278996865204
treino,320,0.34375
treino,321,0.34579439252336447
treino,322,0.34782608695652173
treino,323,0.34674922600619196
treino,324,0.3487654320987654
treino,325,0.3507692307692308
treino,326,0.35276073619631904
treino,327,0.3516819571865443
treino,328,0.35060975609756095
treino,329,0.3495440729483283
treino,330,0.3484848484848485
treino,331,0.3504531722054381
treino,332,0.35240963855421686
treino,333,0.35135135135135137
treino,334,0.3502994011976048
treino,335,0.3492537313432836
treino,336,0.35119047619047616
treino,337,0.35311572700296734
treino,338,0.3520710059171598
treino,339,0.35103244837758113
treino,340,0.35294117647058826
treino,341,0.3548387096774194
treino,342,0.3567251461988304
treino,343,0.358600583090379
treino,344,0.36046511627906974
treino,345,0.36231884057971014
treino,346,0.36416184971098264
treino,347,0.3659942363112392
treino,348,0.367816091954023
treino,349,0.36962750716332377
treino,350,0.37142857142857144
treino,351,0.3732193732193732
treino,352,0.3721590909090909
treino,353,0.37110481586402266
treino,354,0.3700564971751412
treino,355,0.37183098591549296
treino,356,0.3707865168539326
treino,357,0.37254901960784315
treino,358,0.3715083798882682
treino,359,0.3732590529247911
treino,360,0.375
treino,361,0.3739612188365651
treino,362,0.3756906077348066
treino,363,0.3774104683195592
treino,364,0.3791208791208791
treino,365,0.38082191780821917
treino,366,0.3797814207650273
treino,367,0.3787465940054496
treino,368,0.3804347826086957
treino,369,0.3821138211382114
treino,370,0.3837837837837838
treino,371,0.38544474393531
treino,372,0.3870967741935484
treino,373,0.38873994638069703
treino,374,0.39037433155080214
treino,375,0.3893333333333333
treino,376,0.39095744680851063
treino,377,0.3925729442970822
treino,378,0.3915343915343915
treino,379,0.39313984168865435
treino,380,0.39473684210526316
treino,381,0.3963254593175853
treino,382,0.39790575916230364
treino,383,0.3968668407310705
treino,384,0.3984375
treino,385,0.3974025974025974
treino,386,0.39896373056994816
treino,387,0.4005167958656331
treino,388,0.4020618556701031
treino,389,0.40359897172236503
treino,390,0.4025641025641026
treino,391,0.40153452685422
treino,392,0.4005102040816326
treino,393,0.3994910941475827
treino,394,0.4010152284263959
treino,395,0.4
treino,396,0.4015151515151515
treino,397,0.40302267002518893
treino,398,0.4045226130653266
treino,399,0.40350877192982454
treino,400,0.405
treino,401,0.40648379052369077
treino,402,0.4054726368159204
treino,403,0.4044665012406948
treino,404,0.40594059405940597
treino,405,0.4049382716049383
treino,406,0.4064039408866995
treino,407,0.40786240786240785
treino,408,0.40931372549019607
treino,409,0.41075794621026895
treino,410,0.4121951219512195
treino,411,0.41119221411192214
treino,412,0.41019417475728154
treino,413,0.4116222760290557
treino,414,0.41304347826086957
treino,415,0.41204819277108434
treino,416,0.41346153846153844
treino,417,0.4148681055155875
treino,418,0.41626794258373206
treino,419,0.41766109785202865
treino,420,0.41904761904761906
treino,421,0.4180522565320665
treino,422,0.4194312796208531
treino,423,0.42080378250591016
treino,424,0.4221698113207547
treino,425,0.4235294117647059
treino,426,0.42488262910798125
treino,427,0.4262295081967213
treino,428,0.4252336448598131
treino,429,0.42424242424242425
treino,430,0.4255813953488372
treino,431,0.4245939675174014
treino,432,0.42592592592592593
treino,433,0.42494226327944573
treino,434,0.423963133640553
treino,435,0.42528735632183906
treino,436,0.42660550458715596
treino,437,0.425629290617849
treino,438,0.4246575342465753
treino,439,0.42596810933940776
treino,440,0.425
treino,441,0.42630385487528344
treino,442,0.4253393665158371
treino,443,0.42663656884875845
treino,444,0.42792792792792794
treino,445,0.42696629213483145
treino,446,0.4260089686098655
treino,447,0.4250559284116331
treino,448,0.4263392857142857
treino,449,0.42761692650334077
treino,450,0.4266666666666667
treino,451,0.4279379157427938
treino,452,0.42920353982300885
treino,453,0.4304635761589404
treino,454,0.43171806167400884
treino,455,0.4307692307692308
treino,456,0.43201754385964913
treino,457,0.43326039387308535
treino,458,0.43231441048034935
treino,459,0.43137254901960786
treino,460,0.43043478260869567
treino,461,0.42950108459869846
treino,462,0.43073593073593075
treino,463,0.4319654427645788
treino,464,0.4331896551724138
treino,465,0.4344086021505376
treino,466,0.4356223175965665
treino,467,0.43683083511777304
treino,468,0.43803418803418803
treino,469,0.43923240938166314
treino,470,0.44042553191489364
treino,471,0.4416135881104034
treino,472,0.4427966101694915
treino,473,0.4439746300211416
treino,474,0.4451476793248945
treino,475,0.4442105263157895
treino,476,0.4432773109243697
treino,477,0.4444444444444444
treino,478,0.4456066945606695
treino,479,0.44676409185803756
treino,480,0.4479166666666667
treino,481,0.4490644490644491
treino,482,0.44813278008298757
treino,483,0.4492753623188406
treino,484,0.45041322314049587
treino,485,0.4515463917525773
treino,486,0.4506172839506173
treino,487,0.4517453798767967
treino,488,0.45286885245901637
treino,489,0.4539877300613497
treino,490,0.45510204081632655
treino,491,0.45621181262729127
treino,492,0.4573170731707317
treino,493,0.45841784989858014
treino,494,0.45951417004048584
treino,495,0.46060606060606063
treino,496,0.46169354838709675
treino,497,0.46277665995975853
treino,498,0.463855421686747
treino,499,0.4649298597194389
treino,500,0.466
treino,501,0.46706586826347307
treino,502,0.4681274900398406
treino,503,0.4691848906560636
treino,504,0.47023809523809523
treino,505,0.47128712871287126
treino,506,0.47035573122529645
treino,507,0.46942800788954636
treino,508,0.468503937007874
treino,509,0.4675834970530452
treino,510,0.46862745098039216
treino,511,0.46966731898238745
treino,512,0.470703125
treino,513,0.47173489278752434
treino,514,0.4727626459143969
treino,515,0.47378640776699027
treino,516,0.4748062015503876
treino,517,0.4738878143133462
treino,518,0.47297297297297297
treino,519,0.47398843930635837
treino,520,0.475
treino,521,0.4740882917466411
treino,522,0.4731800766283525
treino,523,0.47418738049713194
treino,524,0.4751908396946565
treino,525,0.4742857142857143
treino,526,0.4752851711026616
treino,527,0.476280834914611
treino,528,0.4753787878787879
treino,529,0.4763705103969754
treino,530,0.47735849056603774
treino,531,0.4783427495291902
treino,532,0.4793233082706767
treino,533,0.4803001876172608
treino,534,0.4794007490636704
treino,535,0.4803738317757009
treino,536,0.48134328358208955
treino,537,0.4823091247672253
treino,538,0.483271375464684
treino,539,0.4842300556586271
treino,540,0.48333333333333334
treino,541,0.4824399260628466
treino,542,0.4833948339483395
treino,543,0.48250460405156537
treino,544,0.48161764705882354
treino,545,0.48073394495412847
treino,546,0.4816849816849817
treino,547,0.48080438756855576
treino,548,0.48175182481751827
treino,549,0.4808743169398907
treino,550,0.4818181818181818
treino,551,0.4827586206896552
treino,552,0.483695652173913
treino,553,0.484629294755877
treino,554,0.4855595667870036
treino,555,0.4846846846846847
treino,556,0.4856115107913669
treino,557,0.48473967684021546
treino,558,0.48566308243727596
treino,559,0.4865831842576029
treino,560,0.4857142857142857
treino,561,0.48663101604278075
treino,562,0.4875444839857651
treino,563,0.4866785079928952
treino,564,0.4875886524822695
treino,565,0.48849557522123893
treino,566,0.48939929328621906
treino,567,0.49029982363315694
treino,568,0.49119718309859156
treino,569,0.4903339191564148
treino,570,0.49122807017543857
treino,571,0.4903677758318739
treino,572,0.48951048951048953
treino,573,0.4886561954624782
treino,574,0.4895470383275261
treino,575,0.49043478260869566
treino,576,0.4913194444444444
treino,577,0.49220103986135183
treino,578,0.4930795847750865
treino,579,0.4939550949913644
treino,580,0.49482758620689654
treino,581,0.4939759036144578
treino,582,0.4948453608247423
treino,583,0.4939965694682676
treino,584,0.4931506849315068
treino,585,0.49401709401709404
treino,586,0.4948805460750853
treino,587,0.4957410562180579
treino,588,0.49489795918367346
treino,589,0.4940577249575552
treino,590,0.49491525423728816
treino,591,0.494077834179357
treino,592,0.49493243243243246
treino,593,0.49409780775716694
treino,594,0.494949494949495
treino,595,0.4957983193277311
treino,596,0.4966442953020134
treino,597,0.49748743718592964
treino,598,0.49665551839464883
treino,599,0.4974958263772955
treino,600,0.49833333333333335
treino,601,0.49916805324459235
treino,602,0.5
treino,603,0.5008291873963516
treino,604,0.5016556291390728
treino,605,0.5024793388429752
treino,606,0.5016501650165016
treino,607,0.5024711696869851
treino,608,0.5032894736842105
treino,609,0.5041050903119869
treino,610,0.5049180327868853
treino,611,0.5057283142389526
treino,612,0.5049019607843137
treino,613,0.5057096247960848
treino,614,0.506514657980456
treino,615,0.5056910569105691
treino,616,0.5048701298701299
treino,617,0.5040518638573744
treino,618,0.5048543689320388
treino,619,0.505654281098546
treino,620,0.5064516129032258
treino,621,0.5072463768115942
treino,622,0.5064308681672026
treino,623,0.507223113964687
treino,624,0.5080128205128205
treino,625,0.5088
treino,626,0.5095846645367412
treino,627,0.5103668261562998
treino,628,0.5111464968152867
treino,629,0.5119236883942766
treino,630,0.5111111111111111
treino,631,0.5103011093502378
treino,632,0.5110759493670886
treino,633,0.5102685624012638
treino,634,0.5110410094637224
treino,635,0.510236220472441
treino,636,0.5110062893081762
treino,637,0.5117739403453689
treino,638,0.512539184952978
treino,639,0.5117370892018779
treino,640,0.5125
treino,641,0.5117004680187207
treino,642,0.5124610591900312
treino,643,0.5132192846034215
treino,644,0.5124223602484472
treino,645,0.5116279069767442
treino,646,0.5108359133126935
treino,647,0.5100463678516228
treino,648,0.5092592592592593
treino,649,0.5100154083204931
treino,650,0.5092307692307693
treino,651,0.5099846390168971
treino,652,0.50920245398773
treino,653,0.5099540581929556
treino,654,0.5091743119266054
treino,655,0.5099236641221374
treino,656,0.510670731707317
treino,657,0.5114155251141552
treino,658,0.5121580547112462
treino,659,0.5128983308042488
treino,660,0.5136363636363637
treino,661,0.5143721633888049
treino,662,0.513595166163142
treino,663,0.5143288084464555
treino,664,0.5150602409638554
treino,665,0.5157894736842106
treino,666,0.5165165165165165
treino,667,0.5157421289355323
treino,668,0.5164670658682635
treino,669,0.515695067264574
treino,670,0.5149253731343284
treino,671,0.5141579731743666
treino,672,0.5148809523809523
treino,673,0.5156017830609212
treino,674,0.516320474777448
treino,675,0.5170370370370371
treino,676,0.5177514792899408
treino,677,0.51698670605613
treino,678,0.5176991150442478
treino,679,0.5184094256259205
treino,680,0.5191176470588236
treino,681,0.5198237885462555
treino,682,0.5205278592375366
treino,683,0.5212298682284041
treino,684,0.52046783625731
treino,685,0.5211678832116788
treino,686,0.521865889212828
treino,687,0.5225618631732168
treino,688,0.5232558139534884
treino,689,0.5239477503628447
treino,690,0.5246376811594203
treino,691,0.5253256150506512
treino,692,0.5245664739884393
treino,693,0.5252525252525253
treino,694,0.5259365994236311
treino,695,0.5266187050359712
treino,696,0.5272988505747126
treino,697,0.5279770444763271
treino,698,0.5272206303724928
treino,699,0.5264663805436338
treino,700,0.5257142857142857
treino,701,0.5263908701854494
treino,702,0.5270655270655271
treino,703,0.5277382645803699
treino,704,0.5284090909090909
treino,705,0.5276595744680851
treino,706,0.5283286118980169
treino,707,0.5289957567185289
treino,708,0.5296610169491526
treino,709,0.5303244005641748
treino,710,0.5309859154929577
treino,711,0.530239099859353
treino,712,0.5308988764044944
treino,713,0.5315568022440392
treino,714,0.5322128851540616
treino,715,0.5328671328671328
treino,716,0.5321229050279329
treino,717,0.5327754532775453
treino,718,0.5334261838440112
treino,719,0.5340751043115438
treino,720,0.5347222222222222
treino,721,0.5353675450762829
treino,722,0.53601108033241
treino,723,0.5366528354080221
treino,724,0.5359116022099447
treino,725,0.5365517241379311
treino,726,0.5358126721763086
treino,727,0.5364511691884457
treino,728,0.5370879120879121
treino,729,0.5377229080932785
treino,730,0.5383561643835616
treino,731,0.5389876880984952
treino,732,0.5396174863387978
treino,733,0.5402455661664393
treino,734,0.5408719346049047
treino,735,0.5401360544217687
treino,736,0.5394021739130435
treino,737,0.5400271370420624
treino,738,0.540650406504065
treino,739,0.5412719891745602
treino,740,0.5418918918918919
treino,741,0.5425101214574899
treino,742,0.5431266846361186
treino,743,0.5437415881561238
treino,744,0.543010752688172
treino,745,0.5436241610738255
treino,746,0.5442359249329759
treino,747,0.5448460508701473
treino,748,0.5454545454545454
treino,749,0.5460614152202937
treino,750,0.5453333333333333
treino,751,0.5459387483355526
treino,752,0.5465425531914894
treino,753,0.547144754316069
treino,754,0.5464190981432361
treino,755,0.5470198675496689
treino,756,0.5476190476190477
treino,757,0.5482166446499339
treino,758,0.5488126649076517
treino,759,0.549407114624506
treino,760,0.55
treino,761,0.5505913272010512
treino,762,0.5498687664041995
treino,763,0.5504587155963303
treino,764,0.5510471204188482
treino,765,0.5516339869281046
treino,766,0.5522193211488251
treino,767,0.5528031290743155
treino,768,0.5533854166666666
treino,769,0.5539661898569571
treino,770,0.5532467532467532
treino,771,0.5538261997405967
treino,772,0.5544041450777202
treino,773,0.5549805950840879
treino,774,0.5555555555555556
treino,775,0.5561290322580645
treino,776,0.5554123711340206
treino,777,0.5546975546975547
treino,778,0.5539845758354756
treino,779,0.5545571245186136
treino,780,0.5538461538461539
treino,781,0.5531370038412292
treino,782,0.5537084398976982
treino,783,0.5542784163473818
treino,784,0.5548469387755102
treino,785,0.5554140127388535
treino,786,0.5559796437659033
treino,787,0.5565438373570522
treino,788,0.5571065989847716
treino,789,0.5576679340937896
treino,790,0.5582278481012658
treino,791,0.5587863463969659
treino,792,0.5593434343434344
treino,793,0.5598991172761665
treino,794,0.5604534005037783
treino,795,0.5610062893081761
treino,796,0.5603015075376885
treino,797,0.560853199498118
treino,798,0.5614035087719298
treino,799,0.5619524405506884
treino,800,0.5625
treino,801,0.5617977528089888
treino,802,0.5623441396508728
treino,803,0.5628891656288917
treino,804,0.5634328358208955
treino,805,0.5639751552795031
treino,806,0.5645161290322581
treino,807,0.563816604708798
treino,808,0.5643564356435643
treino,809,0.5648949320148331
treino,810,0.5654320987654321
treino,811,0.5659679408138101
treino,812,0.5665024630541872
treino,813,0.5670356703567035
treino,814,0.5675675675675675
treino,815,0.5680981595092025
treino,816,0.5686274509803921
treino,817,0.5691554467564259
treino,818,0.5696821515892421
treino,819,0.5702075702075702
treino,820,0.5707317073170731
treino,821,0.5712545676004872
treino,822,0.5717761557177615
treino,823,0.5722964763061968
treino,824,0.5728155339805825
treino,825,0.5733333333333334
treino,826,0.5738498789346247
treino,827,0.5743651753325272
treino,828,0.5748792270531401
treino,829,0.5753920386007237
treino,830,0.5759036144578313
treino,831,0.5764139590854392
treino,832,0.5757211538461539
treino,833,0.5762304921968787
treino,834,0.5767386091127098
treino,835,0.577245508982036
treino,836,0.5765550239234449
treino,837,0.5770609318996416
treino,838,0.5775656324582339
treino,839,0.5780691299165673
treino,840,0.5785714285714286
treino,841,0.5778834720570749
treino,842,0.5783847980997625
treino,843,0.5788849347568209
treino,844,0.5793838862559242
treino,845,0.578698224852071
treino,846,0.5791962174940898
treino,847,0.5785123966942148
treino,848,0.5778301886792453
treino,849,0.5771495877502945
treino,850,0.5764705882352941
treino,851,0.5769682726204466
treino,852,0.5774647887323944
treino,853,0.5779601406799532
treino,854,0.5784543325526932
treino,855,0.5789473684210527
treino,856,0.5794392523364486
treino,857,0.5799299883313885
treino,858,0.5804195804195804
treino,859,0.580908032596042
treino,860,0.5813953488372093
treino,861,0.5818815331010453
treino,862,0.5823665893271461
treino,863,0.5816917728852838
treino,864,0.5821759259259259
treino,865,0.5826589595375723
treino,866,0.5831408775981525
treino,867,0.5836216839677048
treino,868,0.5841013824884793
treino,869,0.5834292289988493
treino,870,0.5827586206896552
treino,871,0.5832376578645235
treino,872,0.5837155963302753
treino,873,0.584192439862543
treino,874,0.5846681922196796
treino,875,0.5851428571428572
treino,876,0.5856164383561644
treino,877,0.5860889395667047
treino,878,0.5865603644646925
treino,879,0.5870307167235495
treino,880,0.5875
treino,881,0.5879682179341658
treino,882,0.5884353741496599
treino,883,0.5889014722536806
treino,884,0.5893665158371041
treino,885,0.5898305084745763
treino,886,0.590293453724605
treino,887,0.5907553551296505
treino,888,0.5912162162162162
treino,889,0.5916760404949382
treino,890,0.5910112359550562
treino,891,0.5914702581369248
treino,892,0.5919282511210763
treino,893,0.5923852183650616
treino,894,0.5928411633109619
treino,895,0.5932960893854748
treino,896,0.59375
treino,897,0.5942028985507246
treino,898,0.5946547884187082
treino,899,0.5951056729699666
treino,900,0.5944444444444444
treino,901,0.5948945615982242
treino,902,0.5953436807095344
treino,903,0.5957918050941307
treino,904,0.5962389380530974
treino,905,0.5966850828729282
treino,906,0.5971302428256071
treino,907,0.597574421168688
treino,908,0.5980176211453745
treino,909,0.5984598459845984
treino,910,0.5989010989010989
treino,911,0.5993413830954994
treino,912,0.5997807017543859
treino,913,0.6002190580503833
treino,914,0.600656455142232
treino,915,0.6010928961748634
treino,916,0.6004366812227074
treino,917,0.6008724100327154
treino,918,0.6013071895424836
treino,919,0.6017410228509249
treino,920,0.6021739130434782
treino,921,0.6026058631921825
treino,922,0.6019522776572668
treino,923,0.6023835319609967
treino,924,0.6017316017316018
treino,925,0.6021621621621621
treino,926,0.6025917926565875
treino,927,0.6030204962243797
treino,928,0.603448275862069
treino,929,0.6038751345532831
treino,930,0.6043010752688172
treino,931,0.6036519871106337
treino,932,0.6040772532188842
treino,933,0.6034297963558414
treino,934,0.6027837259100642
treino,935,0.6032085561497326
treino,936,0.6036324786324786
treino,937,0.6040554962646745
treino,938,0.6044776119402985
treino,939,0.6038338658146964
treino,940,0.6042553191489362
treino,941,0.6046758767268863
treino,942,0.6050955414012739
treino,943,0.6055143160127253
treino,944,0.6059322033898306
treino,945,0.6052910052910053
treino,946,0.6046511627906976
treino,947,0.6050686378035903
treino,948,0.6054852320675106
treino,949,0.6048472075869337
treino,950,0.6052631578947368
treino,951,0.6056782334384858
treino,952,0.6050420168067226
treino,953,0.6054564533053515
treino,954,0.6048218029350105
treino,955,0.6052356020942409
treino,956,0.6056485355648535
treino,957,0.6060606060606061
treino,958,0.6064718162839249
treino,959,0.6068821689259646
treino,960,0.6072916666666667
treino,961,0.6077003121748179
treino,962,0.6081081081081081
treino,963,0.608515057113188
treino,964,0.6089211618257261
treino,965,0.6093264248704663
treino,966,0.6086956521739131
treino,967,0.6080661840744571
treino,968,0.6084710743801653
treino,969,0.608875128998968
treino,970,0.6092783505154639
treino,971,0.6096807415036045
treino,972,0.6100823045267489
treino,973,0.6094552929085303
treino,974,0.608829568788501
treino,975,0.6092307692307692
treino,976,0.6096311475409836
treino,977,0.6100307062436029
treino,978,0.6104294478527608
treino,979,0.609805924412666
treino,980,0.610204081632653
treino,981,0.6106014271151886
treino,982,0.6109979633401222
treino,983,0.6113936927772126
treino,984,0.6117886178861789
treino,985,0.6121827411167513
treino,986,0.6115618661257607
treino,987,0.6119554204660588
treino,988,0.6123481781376519
treino,989,0.6127401415571284
treino,990,0.6131313131313131
treino,991,0.6135216952573158
treino,992,0.6139112903225806
treino,993,0.6143001007049346
treino,994,0.6146881287726358
treino,995,0.614070351758794
treino,996,0.6144578313253012
treino,997,0.6148445336008024
treino,998,0.6152304609218436
treino,999,0.6156156156156156
treino,1000,0.616
treino,1001,0.6163836163836164
treino,1002,0.6157684630738522
treino,1003,0.6161515453639083
treino,1004,0.6165338645418327
treino,1005,0.6169154228855721
treino,1006,0.617296222664016
treino,1007,0.6176762661370407
treino,1008,0.6180555555555556
treino,1009,0.6184340931615461
treino,1010,0.6178217821782178
treino,1011,0.6181998021760633
treino,1012,0.6185770750988142
treino,1013,0.6179664363277394
treino,1014,0.6183431952662722
treino,1015,0.6187192118226601
